Run,Time step,Infections,Exposed,Infectious,Recovered,Dead,ICU full,Peak,Peak time,Peak total,Initial,Home,School,Block,Work,Taxi,Tests,Positive,% Detected,Quarantines,R0,Tracing,TaT
0,269,5132,0,0,5089,43,40,3614,21,4001,29,677,284,451,2362,1329,1252,878,17.1083,7738,1.66694,1,5
1,269,5230,0,0,5188,42,36,3663,23,4038,18,688,301,459,2430,1334,1239,866,16.5583,7565,1.67729,1,5
2,269,5172,0,0,5134,38,35,3524,23,3949,21,699,353,481,2369,1249,1275,900,17.4014,7642,1.65262,1,5
3,269,5099,0,0,5065,34,29,3549,22,3890,20,703,284,457,2335,1300,1251,851,16.6895,7306,1.63666,1,5
4,269,5226,0,0,5193,33,32,3690,21,4072,23,745,303,435,2461,1259,1248,873,16.7049,7523,1.68691,1,5
5,269,5127,0,0,5091,36,32,3695,22,4148,27,694,266,434,2520,1186,1257,874,17.047,7589,1.70882,1,5
6,269,5175,0,0,5133,42,39,3580,22,4060,22,761,318,464,2363,1247,1264,906,17.5072,7674,1.6835,1,5
7,269,5126,0,0,5098,28,26,3582,22,3981,24,677,329,458,2406,1232,1282,931,18.1623,7950,1.66141,1,5
8,269,5136,0,0,5094,42,40,3616,22,4053,22,677,336,435,2491,1175,1291,913,17.7765,7714,1.68152,1,5
9,269,5038,0,0,4994,44,42,3627,24,4032,29,639,248,443,2472,1207,1204,867,17.2092,7411,1.6756,1,5
10,269,5144,0,0,5116,28,27,3594,22,3997,30,665,287,479,2378,1305,1238,869,16.8935,7467,1.66583,1,5
11,269,5105,0,0,5064,41,34,3661,22,4004,14,642,268,446,2544,1191,1262,865,16.9442,7309,1.66778,1,5
12,269,5052,0,0,5024,28,27,3497,24,3959,20,652,316,456,2382,1226,1255,885,17.5178,7448,1.65536,1,5
13,269,5046,0,0,5009,37,35,3559,28,3951,14,680,297,391,2462,1202,1240,883,17.499,7450,1.65317,1,5
14,269,5051,0,0,5026,25,21,3516,22,3963,32,682,281,477,2309,1270,1194,834,16.5116,7176,1.65645,1,5
15,269,4952,0,0,4935,17,11,3551,22,3998,23,671,226,402,2344,1286,1222,883,17.8312,7569,1.66611,1,5
16,269,5185,0,0,5138,47,43,3592,23,4111,12,710,309,459,2460,1235,1270,874,16.8563,7174,1.69808,1,5
17,269,5137,0,0,5078,59,57,3642,23,4033,17,683,271,470,2425,1271,1242,886,17.2474,7547,1.67588,1,5
18,269,5117,0,0,5095,22,20,3616,22,4026,17,688,284,453,2394,1281,1237,881,17.2171,7590,1.67392,1,5
19,269,5200,0,0,5165,35,32,3681,24,4021,19,704,274,459,2518,1226,1246,862,16.5769,7235,1.67252,1,5
20,269,5137,0,0,5096,41,38,3666,22,4158,22,653,250,464,2458,1290,1289,913,17.773,7646,1.71174,1,5
21,269,5008,0,0,4977,31,29,3498,25,3854,19,678,286,439,2354,1232,1237,861,17.1925,7232,1.62707,1,5
22,269,5128,0,0,5106,22,22,3554,24,3958,18,675,362,424,2446,1203,1266,875,17.0632,7743,1.65508,1,5
23,269,5161,0,0,5122,39,37,3623,21,4033,21,706,282,474,2415,1263,1269,900,17.4385,7885,1.67588,1,5
24,269,5046,0,0,5033,13,12,3605,25,3934,16,674,273,408,2351,1324,1248,898,17.7963,7746,1.64853,1,5
25,269,5019,0,0,4991,28,27,3637,23,3963,21,652,230,468,2423,1225,1226,874,17.4138,7574,1.65645,1,5
26,269,5209,0,0,5179,30,27,3701,22,4171,16,736,247,432,2468,1310,1343,979,18.7944,8071,1.71556,1,5
27,269,5060,0,0,5011,49,45,3567,23,3903,15,679,285,431,2462,1188,1216,847,16.7391,7530,1.64015,1,5
28,269,5153,0,0,5088,65,59,3653,21,3963,16,683,300,452,2474,1228,1220,876,16.9998,7478,1.65645,1,5
29,269,5135,0,0,5105,30,28,3611,24,4086,22,733,293,445,2430,1212,1221,865,16.8452,7515,1.6909,1,5
30,269,5148,0,0,5109,39,35,3608,24,4105,17,701,308,466,2437,1219,1303,925,17.9681,7782,1.69635,1,5
31,269,5047,0,0,5007,40,39,3576,23,3945,19,687,267,415,2467,1192,1301,968,19.1797,7987,1.65153,1,5
32,269,5060,0,0,5015,45,45,3603,23,4044,18,679,244,434,2445,1240,1247,870,17.1937,7444,1.67898,1,5
33,269,5059,0,0,5020,39,34,3621,23,4046,20,644,244,403,2477,1271,1287,923,18.2447,7375,1.67954,1,5
34,269,5089,0,0,5057,32,31,3590,23,3979,19,660,287,434,2441,1248,1214,899,17.6656,7849,1.66085,1,5
35,269,5177,0,0,5160,17,13,3601,25,4125,16,704,298,466,2357,1336,1225,869,16.7858,7273,1.70213,1,5
36,269,5193,0,0,5153,40,36,3588,23,3974,16,685,332,451,2412,1297,1288,886,17.0614,7820,1.65948,1,5
37,269,5015,0,0,4970,45,40,3556,22,3965,19,631,266,422,2471,1206,1189,853,17.009,7428,1.657,1,5
38,269,5110,0,0,5075,35,34,3617,23,4014,21,712,281,469,2413,1214,1273,923,18.0626,7743,1.67056,1,5
39,269,5077,0,0,5067,10,6,3551,22,3971,23,719,314,442,2353,1226,1264,885,17.4316,7402,1.65865,1,5
40,269,5025,0,0,5002,23,19,3481,22,3900,21,673,344,453,2270,1264,1240,877,17.4527,7529,1.63934,1,5
41,269,5177,0,0,5158,19,16,3620,24,4103,22,672,280,458,2447,1298,1257,883,17.0562,7597,1.69578,1,5
42,269,5220,0,0,5189,31,28,3703,22,4172,26,702,277,468,2488,1259,1242,879,16.8391,7630,1.71585,1,5
43,269,5108,0,0,5078,30,29,3560,24,4082,19,724,290,421,2394,1260,1231,862,16.8755,7466,1.68976,1,5
44,269,5177,0,0,5131,46,43,3668,22,4133,19,688,307,421,2402,1340,1252,824,15.9166,7326,1.70445,1,5
45,269,5166,0,0,5110,56,51,3568,21,4032,27,672,296,488,2415,1268,1252,884,17.1119,7725,1.6756,1,5
46,269,5133,0,0,5105,28,25,3588,23,4041,22,709,294,435,2405,1268,1289,904,17.6115,7425,1.67813,1,5
47,269,5148,0,0,5126,22,19,3615,23,4048,22,657,323,446,2386,1314,1245,879,17.0746,7637,1.68011,1,5
48,269,5156,0,0,5135,21,15,3621,24,4112,18,731,304,435,2419,1249,1239,870,16.8735,7491,1.69837,1,5
49,269,5152,0,0,5104,48,45,3639,29,4091,15,681,273,451,2442,1290,1293,921,17.8766,7809,1.69233,1,5
50,269,5227,0,0,5202,25,23,3663,23,4074,18,741,301,463,2442,1262,1270,921,17.62,7732,1.68748,1,5
51,269,5077,0,0,5048,29,25,3591,23,3923,16,701,270,418,2429,1243,1249,882,17.3725,7663,1.64555,1,5
52,269,5136,0,0,5110,26,23,3605,23,4120,18,655,305,465,2419,1274,1228,873,16.9977,7541,1.70068,1,5
53,269,5114,0,0,5068,46,41,3579,26,4095,18,669,316,423,2478,1210,1231,873,17.0708,7538,1.69348,1,5
54,269,5156,0,0,5111,45,41,3601,23,3992,17,708,324,414,2447,1246,1255,891,17.2808,7601,1.66445,1,5
55,269,5127,0,0,5097,30,28,3591,20,4006,25,685,287,456,2402,1272,1275,912,17.7882,7516,1.66834,1,5
56,269,5032,0,0,4989,43,39,3574,22,3952,20,651,248,424,2424,1265,1260,903,17.9452,7641,1.65344,1,5
57,269,5102,0,0,5088,14,11,3568,24,3954,17,712,289,442,2458,1184,1261,917,17.9733,7541,1.65399,1,5
58,269,5148,0,0,5100,48,46,3624,23,3954,18,673,295,481,2401,1280,1251,887,17.23,7665,1.65399,1,5
59,269,5251,0,0,5221,30,29,3705,27,4187,20,685,290,467,2442,1347,1267,893,17.0063,7635,1.72028,1,5
60,269,5062,0,0,5030,32,29,3573,24,4009,16,681,288,415,2361,1301,1230,895,17.6808,7869,1.66917,1,5
61,269,5201,0,0,5177,24,22,3643,24,4097,25,664,362,471,2446,1233,1290,891,17.1313,7755,1.69405,1,5
62,269,5127,0,0,5079,48,46,3655,23,4011,21,627,302,450,2467,1260,1277,894,17.4371,7669,1.66973,1,5
63,269,5144,0,0,5099,45,44,3649,21,3995,23,698,354,443,2502,1124,1269,907,17.6322,7981,1.66528,1,5
64,269,5123,0,0,5104,19,19,3604,26,3993,20,706,304,441,2449,1203,1257,863,16.8456,7368,1.66472,1,5
65,269,4985,0,0,4937,48,44,3488,22,3988,27,687,267,421,2286,1297,1188,827,16.5898,7009,1.66334,1,5
66,269,4998,0,0,4949,49,43,3609,22,3967,23,669,251,424,2401,1230,1239,871,17.427,7453,1.65755,1,5
67,269,5112,0,0,5088,24,18,3582,23,3978,19,661,282,483,2393,1274,1232,872,17.0579,7546,1.66058,1,5
68,269,5025,0,0,4988,37,34,3457,23,3909,21,676,327,433,2319,1249,1182,825,16.4179,7201,1.64177,1,5
69,269,5238,0,0,5191,47,42,3555,23,3943,17,728,376,479,2372,1266,1262,882,16.8385,7377,1.65098,1,5
70,269,5174,0,0,5118,56,52,3664,21,4028,26,721,278,409,2490,1250,1250,861,16.6409,7349,1.67448,1,5
71,269,5068,0,0,5046,22,16,3576,23,3973,21,685,285,419,2458,1200,1299,941,18.5675,7769,1.6592,1,5
72,269,5078,0,0,5036,42,34,3572,22,3953,20,693,267,450,2381,1267,1263,900,17.7235,7623,1.65371,1,5
73,269,5287,0,0,5244,43,37,3726,23,4182,13,736,304,469,2486,1279,1323,953,18.0253,7964,1.7188,1,5
74,269,5172,0,0,5134,38,35,3624,23,4098,21,720,344,416,2365,1306,1262,906,17.5174,7899,1.69434,1,5
75,269,5166,0,0,5138,28,26,3551,23,4010,25,664,348,472,2398,1259,1270,929,17.983,7690,1.66945,1,5
76,269,5081,0,0,5058,23,21,3597,22,4024,20,644,274,430,2466,1247,1210,858,16.8864,7640,1.67336,1,5
77,269,5202,0,0,5179,23,22,3633,24,4020,18,685,312,494,2451,1242,1249,885,17.0127,7634,1.67224,1,5
78,269,5183,0,0,5164,19,14,3579,24,3946,24,723,314,468,2439,1215,1268,902,17.403,7769,1.6518,1,5
79,269,5243,0,0,5204,39,36,3737,20,4143,18,680,313,482,2455,1295,1308,925,17.6426,7887,1.70736,1,5
80,269,5228,0,0,5194,34,32,3700,21,4121,21,713,267,484,2453,1290,1241,871,16.6603,7456,1.70097,1,5
81,269,5122,0,0,5086,36,34,3622,24,3964,18,700,271,426,2472,1235,1240,874,17.0636,7395,1.65673,1,5
82,269,5222,0,0,5201,21,20,3645,23,4105,17,736,311,450,2497,1211,1259,865,16.5645,7590,1.69635,1,5
83,269,5162,0,0,5135,27,21,3705,23,4175,26,656,292,469,2466,1253,1284,920,17.8225,7728,1.71674,1,5
84,269,5015,0,0,4974,41,39,3537,24,3950,18,660,264,469,2350,1254,1213,892,17.7866,7421,1.65289,1,5
