Run,Time step,Infections,Exposed,Infectious,Recovered,Dead,ICU full,Peak,Peak time,Peak total,Initial,Home,School,Block,Work,Taxi,Tests,Positive,% Detected,Quarantines,R0,Tracing,TaT
0,269,4711,0,0,4686,25,23,3543,22,3995,23,519,188,302,2537,1142,12596,3960,84.0586,13177,1.66528,1,3
1,269,4666,0,0,4615,51,49,3579,22,3984,27,489,135,304,2440,1271,11756,3784,81.0973,12255,1.66223,1,3
2,269,4520,0,0,4473,47,43,3500,22,3869,19,471,133,291,2367,1239,11792,3730,82.5221,12278,1.63106,1,3
3,269,4404,0,0,4372,32,28,3423,25,3832,15,419,116,289,2262,1303,11551,3599,81.7212,12017,1.62127,1,3
4,269,4652,0,0,4619,33,25,3564,24,3966,16,488,147,298,2480,1223,11606,3745,80.503,12178,1.65728,1,3
5,269,4582,0,0,4546,36,32,3542,23,3940,17,452,155,299,2421,1238,12085,3862,84.2863,12664,1.65017,1,3
6,269,4546,0,0,4523,23,22,3489,22,3908,22,455,151,322,2367,1229,12519,3855,84.7998,12961,1.6415,1,3
7,269,4556,0,0,4521,35,31,3530,25,3971,10,463,145,280,2419,1239,11800,3649,80.0922,12253,1.65865,1,3
8,269,4753,0,0,4729,24,21,3593,22,4081,22,513,192,331,2428,1267,12795,4031,84.8096,13381,1.68947,1,3
9,269,4530,0,0,4492,38,36,3504,20,3900,28,437,138,291,2415,1221,11598,3679,81.2141,12118,1.63934,1,3
10,269,4520,0,0,4503,17,16,3457,23,3793,16,477,163,260,2386,1218,11883,3663,81.0398,12302,1.61108,1,3
11,269,4690,0,0,4654,36,33,3582,22,4066,21,509,141,299,2402,1318,11820,3829,81.6418,12393,1.6852,1,3
12,269,4551,0,0,4514,37,36,3565,23,3854,12,452,143,240,2438,1266,11964,3819,83.9156,12569,1.62707,1,3
13,269,4579,0,0,4530,49,46,3579,22,3932,23,472,140,285,2453,1206,11723,3801,83.0094,12265,1.64799,1,3
14,269,4586,0,0,4562,24,21,3564,22,3987,22,471,166,291,2379,1257,12423,3860,84.1692,12905,1.66306,1,3
15,269,4695,0,0,4664,31,29,3578,23,4013,21,506,182,276,2482,1228,12075,3888,82.8115,12581,1.67029,1,3
16,269,4669,0,0,4634,35,32,3581,23,3967,18,482,195,284,2436,1254,12467,3920,83.958,13003,1.65755,1,3
17,269,4472,0,0,4442,30,25,3509,20,3798,27,448,99,282,2434,1182,11352,3656,81.7531,11808,1.61238,1,3
18,269,4684,0,0,4654,30,25,3619,22,4159,26,487,123,259,2502,1287,12027,3848,82.152,12598,1.71204,1,3
19,269,4576,0,0,4548,28,27,3521,24,3942,17,492,161,278,2367,1261,11992,3814,83.3479,12475,1.65071,1,3
20,269,4556,0,0,4525,31,30,3570,24,3937,13,493,110,300,2355,1285,11677,3749,82.2871,12224,1.64935,1,3
21,269,4772,0,0,4754,18,16,3694,21,4041,19,486,231,319,2496,1221,12658,4027,84.3881,13192,1.67813,1,3
22,269,4593,0,0,4558,35,33,3529,23,3920,19,500,153,310,2401,1210,11278,3645,79.3599,11757,1.64474,1,3
23,269,4628,0,0,4604,24,17,3541,24,3904,23,437,175,297,2478,1218,12121,3829,82.7355,12602,1.64042,1,3
24,269,4516,0,0,4489,27,26,3539,24,3921,18,486,109,304,2354,1245,10806,3568,79.008,11307,1.64501,1,3
25,269,4548,0,0,4499,49,47,3473,24,3894,17,467,137,311,2325,1291,11990,3788,83.2894,12477,1.63773,1,3
26,269,4661,0,0,4629,32,31,3604,24,3961,14,499,119,297,2472,1260,12171,3883,83.3083,12746,1.6559,1,3
27,269,4686,0,0,4672,14,13,3637,28,4087,17,485,164,301,2410,1309,11608,3843,82.0102,12202,1.69119,1,3
28,269,4533,0,0,4482,51,48,3428,26,3877,15,496,175,292,2345,1210,11996,3730,82.2855,12547,1.63319,1,3
29,269,4616,0,0,4589,27,26,3519,24,3924,17,549,154,311,2319,1266,11869,3783,81.9541,12337,1.64582,1,3
30,269,4587,0,0,4553,34,31,3530,25,3867,19,501,165,268,2430,1204,11941,3791,82.6466,12445,1.63052,1,3
31,269,4614,0,0,4573,41,37,3609,25,3933,16,473,167,293,2437,1228,11849,3799,82.3364,12388,1.64826,1,3
32,269,4654,0,0,4621,33,32,3685,21,4060,22,463,141,282,2485,1261,11757,3800,81.6502,12357,1.6835,1,3
33,269,4626,0,0,4563,63,59,3575,23,4001,15,482,154,247,2487,1241,12570,3901,84.3277,13037,1.66694,1,3
34,269,4688,0,0,4630,58,54,3581,22,3956,25,522,182,283,2440,1236,12125,3854,82.2099,12675,1.65453,1,3
35,269,4691,0,0,4646,45,44,3610,22,4006,17,488,187,303,2497,1199,12180,3890,82.9247,12750,1.66834,1,3
36,269,4557,0,0,4528,29,26,3460,24,3888,21,483,172,298,2367,1216,11656,3643,79.9429,12136,1.63613,1,3
37,269,4620,0,0,4576,44,40,3590,21,3977,23,479,134,274,2387,1323,11843,3804,82.3377,12421,1.6603,1,3
38,269,4656,0,0,4600,56,54,3519,23,3919,23,523,167,301,2428,1214,12618,3931,84.4287,13153,1.64447,1,3
39,269,4551,0,0,4515,36,33,3476,23,3815,21,450,187,305,2330,1258,11682,3642,80.0264,12161,1.61681,1,3
40,269,4589,0,0,4566,23,22,3610,24,3991,16,456,136,285,2470,1226,11448,3681,80.2136,12016,1.66417,1,3
41,269,4567,0,0,4537,30,28,3490,23,3895,19,485,156,273,2376,1258,12161,3772,82.5925,12647,1.638,1,3
42,269,4571,0,0,4531,40,38,3474,24,3809,14,491,184,307,2351,1224,11943,3708,81.1201,12382,1.61525,1,3
43,269,4526,0,0,4499,27,23,3490,22,3901,17,505,132,314,2311,1247,11888,3753,82.9209,12426,1.63961,1,3
44,269,4693,0,0,4660,33,31,3632,21,3960,20,510,193,302,2444,1224,12574,3953,84.2318,13021,1.65563,1,3
45,269,4663,0,0,4636,27,25,3657,23,4085,24,465,159,290,2481,1244,12014,3904,83.7229,12523,1.69062,1,3
46,269,4567,0,0,4531,36,33,3554,22,3957,21,505,150,266,2449,1176,12148,3819,83.6216,12747,1.65481,1,3
47,269,4665,0,0,4633,32,28,3535,23,3934,21,508,190,320,2390,1236,12310,3937,84.3944,12835,1.64853,1,3
48,269,4509,0,0,4493,16,14,3462,25,3865,11,452,146,271,2447,1182,11579,3692,81.8807,12039,1.62999,1,3
49,269,4549,0,0,4539,10,10,3509,30,4002,15,479,142,268,2429,1216,12138,3773,82.9413,12658,1.66722,1,3
50,269,4450,0,0,4412,38,32,3397,23,3859,22,534,134,244,2246,1270,11281,3566,80.1348,11784,1.6284,1,3
51,269,4501,0,0,4468,33,30,3467,24,3819,11,473,146,275,2372,1224,12152,3710,82.4261,12560,1.61786,1,3
52,269,4568,0,0,4539,29,25,3509,23,3957,20,477,121,318,2413,1219,11400,3661,80.1445,11936,1.65481,1,3
53,269,4559,0,0,4526,33,32,3509,23,3973,29,478,143,264,2400,1245,11995,3739,82.0136,12409,1.6592,1,3
54,269,4682,0,0,4643,39,35,3544,23,3911,19,523,183,292,2424,1241,12185,3890,83.0842,12675,1.64231,1,3
55,269,4612,0,0,4560,52,47,3484,23,3891,31,508,215,299,2343,1216,12173,3786,82.0902,12602,1.63693,1,3
56,269,4542,0,0,4522,20,17,3529,22,3927,17,449,179,267,2392,1238,11943,3751,82.5848,12435,1.64663,1,3
57,269,4626,0,0,4591,35,34,3563,22,3923,25,493,163,296,2390,1259,11538,3700,79.9827,12088,1.64555,1,3
58,269,4624,0,0,4586,38,34,3546,23,3947,17,459,179,277,2451,1241,12325,3842,83.0882,12754,1.65207,1,3
59,269,4583,0,0,4539,44,42,3486,22,3925,19,511,161,270,2430,1192,11931,3783,82.5442,12400,1.64609,1,3
60,269,4625,0,0,4598,27,25,3548,23,3913,23,452,183,294,2420,1253,12157,3796,82.0757,12609,1.64285,1,3
61,269,4603,0,0,4577,26,23,3603,24,4092,20,483,138,294,2434,1234,11613,3675,79.8392,12070,1.69262,1,3
62,269,4489,0,0,4451,38,38,3489,24,3909,15,426,141,298,2437,1172,11792,3599,80.1738,12147,1.64177,1,3
63,269,4542,0,0,4527,15,12,3478,23,3879,16,480,174,267,2380,1225,12358,3852,84.8085,12932,1.63372,1,3
64,269,4627,0,0,4586,41,38,3549,23,3896,26,516,136,286,2425,1238,11394,3728,80.5706,11992,1.63827,1,3
65,269,4640,0,0,4601,39,37,3582,22,4009,17,484,141,321,2456,1221,12186,3894,83.9224,12806,1.66917,1,3
66,269,4556,0,0,4529,27,23,3409,26,3834,26,510,157,308,2391,1164,11693,3693,81.0579,12168,1.6218,1,3
67,269,4762,0,0,4711,51,50,3678,22,4153,25,502,161,305,2479,1290,11893,3900,81.8984,12492,1.71028,1,3
68,269,4701,0,0,4647,54,51,3542,24,3907,21,540,204,307,2430,1199,12768,3958,84.1949,13319,1.64123,1,3
69,269,4599,0,0,4556,43,39,3578,22,4001,23,455,166,269,2465,1221,12252,3838,83.4529,12731,1.66694,1,3
70,269,4637,0,0,4603,34,29,3595,23,3970,16,506,140,278,2443,1254,12549,3970,85.6157,13216,1.65837,1,3
71,269,4741,0,0,4705,36,32,3618,20,4022,34,518,170,314,2458,1247,12376,4008,84.5391,12951,1.6728,1,3
72,269,4708,0,0,4669,39,34,3563,21,3937,23,545,170,297,2443,1230,12349,3870,82.2005,12874,1.64935,1,3
73,269,4616,0,0,4567,49,48,3532,22,3888,23,491,165,304,2388,1245,12097,3869,83.8172,12687,1.63613,1,3
74,269,4572,0,0,4548,24,22,3422,22,3801,23,539,164,274,2317,1255,11462,3689,80.6868,12033,1.61316,1,3
75,269,4600,0,0,4574,26,22,3509,20,3891,18,485,190,276,2368,1263,12725,3901,84.8043,13220,1.63693,1,3
76,269,4585,0,0,4565,20,18,3460,25,3898,21,516,154,326,2302,1266,11540,3683,80.3272,12082,1.63881,1,3
77,269,4638,0,0,4598,40,38,3524,22,3971,23,506,172,317,2452,1168,11766,3749,80.8323,12272,1.65865,1,3
78,269,4623,0,0,4582,41,36,3467,22,3816,20,529,160,329,2312,1273,11528,3745,81.008,12087,1.61708,1,3
79,269,4665,0,0,4643,22,20,3510,22,3977,26,520,186,300,2366,1267,12670,3972,85.1447,13099,1.6603,1,3
80,269,4648,0,0,4609,39,35,3509,23,4075,36,494,172,287,2456,1203,11863,3777,81.2608,12321,1.68776,1,3
81,269,4667,0,0,4611,56,55,3610,24,4030,21,473,208,311,2440,1214,12840,3935,84.3154,13198,1.67504,1,3
82,269,4629,0,0,4587,42,38,3555,22,3958,19,440,165,272,2460,1273,12165,3846,83.0849,12659,1.65508,1,3
83,269,4665,0,0,4627,38,36,3566,21,3977,25,526,188,269,2411,1246,11687,3806,81.5863,12205,1.6603,1,3
84,269,4587,0,0,4565,22,20,3483,23,3855,26,497,157,257,2419,1231,12339,3851,83.9547,12746,1.62734,1,3
85,269,4758,0,0,4730,28,25,3589,27,4047,15,538,216,318,2390,1281,12751,3969,83.4174,13297,1.67983,1,3
86,269,4676,0,0,4642,34,33,3607,22,3984,23,514,182,301,2436,1220,11985,3799,81.2447,12547,1.66223,1,3
87,269,4567,0,0,4541,26,23,3520,25,3984,21,489,159,274,2375,1249,11459,3689,80.7751,11985,1.66223,1,3
88,269,4678,0,0,4641,37,35,3615,23,4019,23,512,139,296,2416,1292,11452,3769,80.5686,12086,1.67196,1,3
89,269,4727,0,0,4684,43,39,3637,23,4039,21,528,181,274,2525,1198,13004,3979,84.176,13480,1.67757,1,3
90,269,4607,0,0,4575,32,31,3542,21,3915,26,469,177,301,2417,1217,12060,3767,81.7669,12548,1.64339,1,3
91,269,4576,0,0,4545,31,28,3577,23,3923,18,454,147,251,2471,1235,11774,3749,81.9274,12301,1.64555,1,3
92,269,4544,0,0,4524,20,16,3468,23,3920,15,497,138,301,2329,1264,12054,3760,82.7465,12546,1.64474,1,3
93,269,4639,0,0,4601,38,36,3531,23,3961,19,454,181,278,2457,1250,12033,3853,83.0567,12537,1.6559,1,3
94,269,4705,0,0,4662,43,40,3622,23,4008,12,492,183,306,2436,1276,12370,3956,84.0808,13012,1.66889,1,3
95,269,4466,0,0,4440,26,22,3443,21,3787,25,467,130,294,2257,1293,11209,3496,78.2803,11631,1.60953,1,3
96,269,4725,0,0,4692,33,27,3645,20,3937,16,510,121,316,2511,1251,12073,3892,82.3704,12618,1.64935,1,3
97,269,4603,0,0,4572,31,28,3583,23,4028,24,445,126,265,2432,1311,11614,3746,81.3817,12211,1.67448,1,3
98,269,4561,0,0,4526,35,32,3566,21,3922,18,472,141,270,2404,1256,12017,3809,83.5124,12647,1.64528,1,3
99,269,4617,0,0,4593,24,23,3548,31,3883,12,477,159,301,2451,1217,11986,3823,82.8027,12562,1.63479,1,3
100,269,4634,0,0,4579,55,52,3582,25,4025,21,472,137,304,2429,1271,11470,3747,80.8589,12023,1.67364,1,3
101,269,4661,0,0,4634,27,23,3595,25,4034,17,483,139,279,2411,1332,12031,3848,82.5574,12565,1.67616,1,3
102,269,4443,0,0,4410,33,26,3459,21,3789,17,463,121,249,2411,1182,11117,3595,80.9138,11615,1.61005,1,3
103,269,4619,0,0,4594,25,21,3632,22,4000,19,470,145,246,2476,1263,11881,3828,82.8751,12470,1.66667,1,3
104,269,4581,0,0,4551,30,26,3561,23,3999,19,477,132,287,2371,1295,11542,3699,80.7466,12091,1.66639,1,3
105,269,4575,0,0,4549,26,26,3403,26,3844,16,475,165,280,2412,1227,12760,3850,84.153,13168,1.62443,1,3
106,269,4575,0,0,4532,43,40,3610,22,3941,24,478,160,294,2463,1156,12612,3882,84.8525,13163,1.65044,1,3
107,269,4677,0,0,4627,50,47,3575,24,3984,15,501,147,307,2455,1252,11957,3860,82.5315,12525,1.66223,1,3
108,269,4699,0,0,4663,36,32,3625,23,4075,23,499,164,272,2478,1263,12334,3868,82.3154,12815,1.68776,1,3
109,269,4471,0,0,4443,28,21,3394,22,3803,29,484,166,296,2284,1212,11803,3625,81.0781,12235,1.61368,1,3
110,269,4615,0,0,4566,49,46,3584,24,4025,23,502,141,295,2445,1209,11924,3800,82.3402,12368,1.67364,1,3
111,269,4697,0,0,4648,49,44,3653,21,4062,20,527,154,319,2448,1229,12056,3843,81.8182,12456,1.68407,1,3
112,269,4618,0,0,4573,45,45,3591,26,4011,19,494,141,267,2418,1279,12033,3785,81.9619,12526,1.66973,1,3
113,269,4635,0,0,4610,25,22,3519,24,3950,23,505,155,298,2406,1248,11988,3851,83.0852,12533,1.65289,1,3
114,269,4605,0,0,4562,43,39,3581,22,3994,23,443,147,296,2421,1275,12119,3838,83.3442,12582,1.665,1,3
115,269,4574,0,0,4531,43,41,3584,23,4006,19,470,127,284,2414,1260,11501,3688,80.6296,12081,1.66834,1,3
116,269,4662,0,0,4627,35,32,3537,24,4019,16,493,154,306,2475,1218,11770,3786,81.2098,12312,1.67196,1,3
117,269,4647,0,0,4611,36,32,3552,24,4051,25,452,162,284,2391,1333,11740,3791,81.5795,12239,1.68095,1,3
118,269,4650,0,0,4614,36,33,3590,24,4004,20,504,153,266,2509,1198,12150,3881,83.4624,12799,1.66778,1,3
119,269,4466,0,0,4420,46,42,3378,22,3843,23,427,151,280,2366,1219,11679,3669,82.1541,12096,1.62417,1,3
120,269,4611,0,0,4587,24,19,3535,22,3955,21,491,149,270,2472,1208,12453,3852,83.5394,12957,1.65426,1,3
121,269,4585,0,0,4542,43,40,3532,23,3969,21,471,165,283,2434,1211,12315,3838,83.7077,12763,1.6581,1,3
122,269,4494,0,0,4460,34,32,3462,21,3809,23,469,165,236,2424,1177,11835,3681,81.9092,12238,1.61525,1,3
123,269,4635,0,0,4598,37,34,3588,23,3985,18,480,141,270,2450,1276,11482,3767,81.2729,12107,1.66251,1,3
124,269,4705,0,0,4676,29,25,3577,23,3974,23,486,194,308,2420,1274,12451,3870,82.2529,12940,1.65948,1,3
125,269,4572,0,0,4527,45,38,3603,22,3906,21,470,135,273,2419,1254,11627,3810,83.3333,12206,1.64096,1,3
126,269,4664,0,0,4611,53,49,3582,23,3972,19,512,186,277,2435,1235,12450,3849,82.5257,12982,1.65893,1,3
127,269,4582,0,0,4557,25,23,3556,23,3934,18,464,151,287,2408,1254,11830,3763,82.1257,12321,1.64853,1,3
128,269,4627,0,0,4597,30,25,3535,23,3952,18,481,154,296,2451,1227,12112,3862,83.4666,12639,1.65344,1,3
129,269,4606,0,0,4575,31,29,3553,24,3919,17,486,117,325,2421,1240,11792,3804,82.5879,12395,1.64447,1,3
