Run,Time step,Infections,Exposed,Infectious,Recovered,Dead,ICU full,Peak,Peak time,Peak total,Initial,Home,School,Block,Work,Taxi,Tests,Positive,% Detected,Quarantines,R0,Tracing,TaT
0,269,5853,0,0,5825,28,23,3666,24,4118,19,897,570,654,2439,1274,1413,340,5.80899,0,1.7001,0,11
1,269,5687,0,0,5656,31,28,3543,21,3936,20,897,572,585,2362,1251,1382,345,6.06647,0,1.64908,0,11
2,269,5697,0,0,5658,39,38,3550,22,4051,25,860,598,631,2314,1269,1366,352,6.17869,0,1.68095,0,11
3,269,5904,0,0,5872,32,32,3661,21,4063,26,917,604,629,2424,1304,1466,387,6.55488,0,1.68435,0,11
4,269,5836,0,0,5802,34,29,3581,22,3974,21,959,615,636,2349,1256,1468,376,6.44277,0,1.65948,0,11
5,269,5857,0,0,5821,36,33,3659,23,4038,19,922,595,633,2415,1273,1419,331,5.65136,0,1.67729,0,11
6,269,5779,0,0,5731,48,42,3648,24,4160,20,849,563,634,2384,1329,1385,342,5.91798,0,1.71233,0,11
7,269,5949,0,0,5899,50,45,3613,21,3968,17,955,672,662,2369,1274,1425,345,5.79929,0,1.65782,0,11
8,269,5714,0,0,5671,43,38,3600,24,4053,21,915,522,584,2418,1254,1404,377,6.59783,0,1.68152,0,11
9,269,5856,0,0,5821,35,28,3586,24,3978,13,955,557,721,2319,1291,1369,336,5.7377,0,1.66058,0,11
10,269,6012,0,0,5965,47,41,3685,22,4031,26,932,659,637,2495,1263,1460,343,5.70526,0,1.67532,0,11
11,269,5808,0,0,5759,49,46,3652,24,4103,23,910,568,609,2475,1223,1451,376,6.47383,0,1.69578,0,11
12,269,5857,0,0,5818,39,38,3579,24,3988,22,889,630,652,2403,1261,1408,332,5.66843,0,1.66334,0,11
13,269,5887,0,0,5852,35,33,3659,22,4047,23,904,610,644,2432,1274,1456,349,5.92832,0,1.67983,0,11
14,269,5713,0,0,5671,42,38,3580,23,3937,14,904,525,613,2387,1270,1382,330,5.7763,0,1.64935,0,11
15,269,5662,0,0,5623,39,36,3583,22,4031,27,869,525,604,2434,1203,1447,352,6.21688,0,1.67532,0,11
16,269,5895,0,0,5860,35,34,3603,24,3993,17,929,639,609,2421,1280,1443,411,6.97201,0,1.66472,0,11
17,269,5906,0,0,5874,32,27,3679,23,4064,20,933,662,635,2373,1283,1466,374,6.33254,0,1.68464,0,11
18,269,5864,0,0,5827,37,35,3640,21,4103,25,940,566,666,2354,1313,1455,392,6.68486,0,1.69578,0,11
19,269,5863,0,0,5826,37,29,3669,21,4015,26,918,593,660,2457,1209,1430,383,6.53249,0,1.67084,0,11
20,269,5970,0,0,5936,34,30,3683,22,4051,19,914,654,653,2368,1362,1458,365,6.1139,0,1.68095,0,11
21,269,5897,0,0,5857,40,37,3661,21,4000,23,911,634,617,2432,1280,1469,368,6.24046,0,1.66667,0,11
22,269,5740,0,0,5693,47,42,3613,22,4031,18,896,565,633,2363,1265,1432,324,5.6446,0,1.67532,0,11
23,269,5847,0,0,5800,47,47,3591,23,4031,29,937,642,609,2398,1232,1414,360,6.157,0,1.67532,0,11
24,269,5850,0,0,5810,40,38,3651,23,4008,22,905,587,620,2473,1243,1450,383,6.54701,0,1.66889,0,11
25,269,5819,0,0,5796,23,19,3623,21,3915,26,886,621,662,2433,1191,1436,396,6.80529,0,1.64339,0,11
26,269,5710,0,0,5669,41,38,3547,24,4021,14,898,570,626,2369,1233,1398,354,6.19965,0,1.67252,0,11
27,269,5869,0,0,5820,49,41,3683,23,4127,22,951,593,592,2373,1338,1433,388,6.61101,0,1.70271,0,11
28,269,5900,0,0,5860,40,36,3699,22,4036,19,912,581,654,2439,1295,1365,334,5.66102,0,1.67673,0,11
29,269,5941,0,0,5899,42,40,3635,21,4011,28,959,620,680,2427,1227,1390,360,6.05959,0,1.66973,0,11
30,269,5798,0,0,5783,15,14,3680,22,4063,17,841,596,630,2429,1285,1487,398,6.86444,0,1.68435,0,11
31,269,5921,0,0,5856,65,62,3645,23,4123,19,946,621,673,2384,1278,1399,326,5.50583,0,1.70155,0,11
32,269,5817,0,0,5772,45,41,3623,25,4143,17,894,595,602,2455,1254,1402,372,6.39505,0,1.70736,0,11
33,269,5949,0,0,5921,28,24,3778,23,4240,25,914,594,608,2535,1273,1434,367,6.1691,0,1.73611,0,11
34,269,5852,0,0,5813,39,38,3696,24,4103,16,924,535,648,2479,1250,1405,384,6.56186,0,1.69578,0,11
35,269,5817,0,0,5759,58,55,3587,23,4019,20,969,589,591,2431,1217,1369,346,5.94808,0,1.67196,0,11
36,269,5836,0,0,5802,34,30,3613,21,4066,19,913,581,637,2389,1297,1463,366,6.27142,0,1.6852,0,11
37,269,5789,0,0,5770,19,17,3569,23,3979,27,930,589,623,2380,1240,1464,372,6.42598,0,1.66085,0,11
38,269,5968,0,0,5938,30,26,3616,23,4052,19,970,672,648,2426,1233,1480,407,6.81971,0,1.68124,0,11
