Run,Time step,Infections,Exposed,Infectious,Recovered,Dead,ICU full,Peak,Peak time,Peak total,Initial,Home,School,Block,Work,Taxi,Tests,Positive,% Detected,Quarantines,R0,Tracing,TaT
0,269,5810,0,0,5781,29,26,3612,32,4066,10,932,583,622,2399,1264,1415,1001,17.2289,0,1.6852,0,5
1,269,5839,0,0,5810,29,27,3617,21,3979,20,902,647,659,2421,1190,1467,1028,17.6058,0,1.66085,0,5
2,269,5863,0,0,5820,43,39,3558,24,4014,28,954,661,610,2380,1230,1433,1008,17.1926,0,1.67056,0,5
3,269,5981,0,0,5942,39,33,3702,25,4191,15,950,638,631,2483,1264,1493,1045,17.472,0,1.72147,0,5
4,269,5942,0,0,5922,20,15,3654,23,4023,24,906,669,652,2443,1248,1438,1012,17.0313,0,1.67308,0,5
5,269,5977,0,0,5934,43,37,3672,22,4103,28,945,664,646,2413,1281,1438,1005,16.8145,0,1.69578,0,5
6,269,5947,0,0,5918,29,26,3646,26,4070,18,967,646,649,2489,1178,1422,1010,16.9834,0,1.68634,0,5
7,269,5829,0,0,5780,49,45,3752,23,4155,19,878,550,630,2453,1299,1455,1031,17.6874,0,1.71086,0,5
8,269,5874,0,0,5843,31,28,3703,22,4150,21,916,560,657,2446,1274,1415,982,16.7177,0,1.7094,0,5
9,269,5785,0,0,5751,34,32,3615,23,3973,15,900,621,615,2393,1241,1412,1013,17.5108,0,1.6592,0,5
10,269,5954,0,0,5921,33,32,3728,23,4138,17,897,600,630,2484,1326,1508,1049,17.6184,0,1.7059,0,5
11,269,5892,0,0,5867,25,20,3701,22,4068,23,938,581,654,2430,1266,1502,1074,18.2281,0,1.68577,0,5
12,269,6043,0,0,5997,46,44,3723,22,4143,13,979,686,653,2448,1264,1481,1053,17.4251,0,1.70736,0,5
13,269,5809,0,0,5768,41,35,3659,22,4064,25,855,591,613,2465,1260,1468,1065,18.3336,0,1.68464,0,5
14,269,5857,0,0,5812,45,40,3660,22,4045,23,930,583,663,2398,1260,1386,982,16.7663,0,1.67926,0,5
15,269,5777,0,0,5750,27,23,3600,22,4096,26,879,617,618,2359,1278,1434,978,16.9292,0,1.69377,0,5
16,269,5868,0,0,5815,53,48,3571,24,3923,14,950,586,659,2380,1279,1417,1005,17.1268,0,1.64555,0,5
17,269,5740,0,0,5696,44,38,3677,22,4107,19,903,553,611,2434,1220,1364,925,16.115,0,1.69693,0,5
18,269,5793,0,0,5754,39,38,3648,21,4000,27,893,589,647,2368,1269,1385,970,16.7443,0,1.66667,0,5
19,269,5732,0,0,5679,53,51,3653,22,4047,29,847,518,645,2472,1221,1329,942,16.4341,0,1.67983,0,5
