Run,Time step,Infections,Exposed,Infectious,Recovered,Dead,ICU full,Peak,Peak time,Peak total,Initial,Home,School,Block,Work,Taxi,Tests,Positive,% Detected,Quarantines,R0,Tracing,TaT
0,269,5851,0,0,5825,26,22,3682,23,4106,14,906,567,643,2505,1216,1413,468,7.99863,0,1.69664,0,10
1,269,5963,0,0,5932,31,29,3724,24,4139,25,980,579,653,2474,1252,1425,486,8.15026,0,1.70619,0,10
2,269,5737,0,0,5714,23,20,3566,23,3985,18,886,586,572,2414,1261,1439,468,8.15757,0,1.66251,0,10
3,269,6019,0,0,5987,32,26,3709,22,4051,25,933,652,679,2458,1272,1472,470,7.80861,0,1.68095,0,10
4,269,5947,0,0,5945,2,0,3625,24,4046,23,925,693,667,2412,1227,1433,456,7.66773,0,1.67954,0,10
5,269,5776,0,0,5765,11,10,3628,23,4050,22,916,568,577,2415,1278,1449,475,8.22368,0,1.68067,0,10
6,269,5788,0,0,5755,33,28,3616,22,3976,17,921,582,616,2388,1264,1426,473,8.17208,0,1.66003,0,10
7,269,5857,0,0,5818,39,34,3626,23,4051,28,939,553,633,2411,1293,1532,492,8.4002,0,1.68095,0,10
8,269,5718,0,0,5679,39,36,3603,25,3965,20,873,535,600,2419,1271,1379,430,7.52011,0,1.657,0,10
9,269,5826,0,0,5782,44,38,3666,23,4101,23,912,538,638,2452,1263,1461,508,8.71953,0,1.6952,0,10
10,269,5886,0,0,5825,61,57,3585,22,3983,28,914,639,656,2364,1285,1403,480,8.15494,0,1.66196,0,10
11,269,5844,0,0,5825,19,17,3582,23,4002,9,934,592,663,2417,1229,1404,472,8.07666,0,1.66722,0,10
12,269,5727,0,0,5686,41,37,3568,23,3941,20,895,593,596,2393,1230,1442,480,8.38135,0,1.65044,0,10
13,269,6011,0,0,5970,41,37,3769,23,4186,26,939,622,637,2515,1272,1436,449,7.46964,0,1.71999,0,10
14,269,5846,0,0,5805,41,37,3581,21,4054,31,898,598,659,2317,1343,1425,457,7.81731,0,1.6818,0,10
15,269,5771,0,0,5721,50,45,3568,24,4029,18,904,596,653,2326,1274,1419,478,8.28279,0,1.67476,0,10
16,269,5728,0,0,5670,58,50,3505,24,3940,14,911,561,662,2322,1258,1370,428,7.47207,0,1.65017,0,10
17,269,5826,0,0,5804,22,18,3604,24,4057,18,887,564,640,2449,1268,1420,469,8.05012,0,1.68265,0,10
18,269,5840,0,0,5803,37,33,3659,24,4001,13,943,552,652,2465,1215,1391,476,8.15068,0,1.66694,0,10
19,269,5794,0,0,5747,47,44,3702,22,4046,19,886,544,605,2445,1295,1396,439,7.5768,0,1.67954,0,10
20,269,5790,0,0,5746,44,40,3630,23,4013,17,932,541,615,2403,1282,1386,445,7.68566,0,1.67029,0,10
21,269,5779,0,0,5741,38,36,3494,24,3995,17,936,591,650,2306,1279,1410,497,8.6001,0,1.66528,0,10
22,269,5827,0,0,5798,29,23,3563,23,3985,17,904,648,663,2328,1267,1371,451,7.73983,0,1.66251,0,10
23,269,5990,0,0,5944,46,40,3667,23,4068,17,964,577,676,2470,1286,1496,486,8.11352,0,1.68577,0,10
24,269,6000,0,0,5968,32,25,3680,25,4098,19,931,646,657,2466,1281,1534,488,8.13333,0,1.69434,0,10
25,269,5951,0,0,5917,34,27,3634,23,4090,22,1024,610,632,2374,1289,1473,495,8.31793,0,1.69205,0,10
26,269,5889,0,0,5856,33,29,3641,24,4064,12,894,579,662,2476,1266,1422,465,7.89608,0,1.68464,0,10
27,269,5898,0,0,5856,42,40,3652,21,4064,30,937,631,648,2379,1273,1407,456,7.73143,0,1.68464,0,10
28,269,5781,0,0,5748,33,26,3516,25,4029,16,886,577,661,2375,1266,1420,470,8.13008,0,1.67476,0,10
