Run,Time_step,latent_infections,agents_ever_latent,total_latent_cases,agents_ever_active,total_active_cases,total_subclinical_cases,Infectious,Recovered,Dead,Dead_natural,Births,Live_pop,Peak,Peak_time,Peak_total,Initial,HIV,Home,School,Block,Work,Taxi,Tests,Positive,P_Detected,Quarantines,R0,total_x_ray,agents_ever_x_ray,x_ray_refs,Tracing,mass_x_ray,tut,tat,incidence_100k,total_time_infectious,total_time_active,mean_time_infectious,mean_time_active
828,415,5422,4744,4744,436,436,489,87,721,83,1598,1753,20072,46,412,431,403,2624,638,504,465,2201,1228,20234,319,65.2352,906,1.02021,13987,8006,12,1,1,1,1,215,20788,9510,42.5112,22.0139
828,467,6151,5369,5369,530,530,582,84,795,104,1794,1975,20077,46,412,431,403,2624,749,562,532,2515,1409,22745,387,66.4948,1100,1.02001,15722,8871,17,1,1,1,1,265,24813,11397,42.634,21.8752
828,519,6875,5979,5979,622,622,674,86,862,123,1991,2191,20077,54,513,612,403,2624,871,642,617,2834,1531,25264,461,68.3976,1318,1.02836,17166,9443,24,1,1,1,1,310,29383,13669,43.595,22.2622
829,51,641,562,562,10,10,29,23,443,0,192,219,20027,5,51,10,420,2529,14,5,12,161,29,2292,7,24.1379,17,1.00049,1081,1081,0,1,1,1,1,5,488,43,16.8276,4.77778
829,103,1101,979,979,47,47,66,31,466,2,394,445,20049,19,95,44,418,2529,62,46,57,345,178,5038,35,53.0303,96,1.00216,2701,2162,0,1,1,1,1,20,2015,699,30.5303,14.8723
829,155,1756,1560,1560,93,93,123,51,497,13,596,662,20053,24,153,92,420,2529,124,105,110,644,355,7391,69,56.0976,165,1.00447,4632,3274,1,1,1,1,1,45,4113,1618,33.439,17.587
829,207,2524,2243,2243,154,154,186,57,533,25,794,883,20064,29,173,113,419,2529,226,177,177,972,563,9789,108,58.0645,285,1.00544,6668,4404,1,1,1,1,1,75,6942,2920,37.3226,19.085
829,259,3218,2849,2849,217,217,257,69,581,37,996,1103,20070,33,258,217,420,2529,327,225,237,1261,758,12179,160,62.2568,412,1.01039,8695,5441,4,1,1,1,1,105,9952,4244,38.7237,19.5576
829,311,4052,3572,3572,290,290,332,68,637,52,1192,1327,20083,38,299,273,420,2529,448,292,308,1615,983,14564,209,62.9518,530,1.01297,10740,6490,6,1,1,1,1,145,13645,5894,41.0994,20.4653
829,363,4958,4361,4361,377,377,429,81,694,68,1394,1541,20079,46,357,370,420,2529,562,323,384,2089,1205,17014,276,64.3357,715,1.01748,12648,7398,9,1,1,1,1,185,17824,7740,41.5478,20.5851
829,415,5805,5099,5099,467,467,519,83,760,89,1593,1760,20078,54,404,457,420,2529,659,378,468,2489,1416,19427,343,66.0886,886,1.02145,14451,8244,14,1,1,1,1,230,22228,10146,42.8285,21.8664
829,467,6515,5717,5717,561,561,603,72,836,113,1787,1981,20081,54,404,457,420,2529,786,431,552,2763,1584,21800,405,67.1642,1052,1.02123,16122,9030,17,1,1,1,1,280,26677,12315,44.2405,22.2694
829,519,7240,6330,6330,649,649,690,80,894,137,1993,2203,20073,54,404,457,420,2529,877,467,645,3136,1713,24082,465,67.3913,1192,1.02102,17455,9572,18,1,1,1,1,320,30692,14423,44.4812,22.3266
830,51,586,530,530,11,11,22,20,415,1,194,220,20025,9,50,11,406,2603,19,8,12,122,19,2354,2,9.09091,3,1.00054,1064,1064,0,1,1,1,1,5,501,76,22.7727,6.90909
830,103,884,796,796,33,33,49,24,429,4,393,437,20040,13,99,33,401,2603,75,41,39,256,74,5108,20,40.8163,50,1.00162,2655,2129,0,1,1,1,1,15,1810,584,36.9388,17.697
830,155,1256,1129,1129,64,64,85,29,451,11,598,657,20048,19,125,48,404,2603,112,90,77,393,186,7503,37,43.5294,101,1.00233,4512,3186,2,1,1,1,1,30,3307,1283,38.9059,20.0469
830,207,1668,1498,1498,97,97,121,29,476,17,798,873,20058,19,125,48,403,2603,165,145,115,555,294,9926,66,54.5455,183,1.0023,6554,4294,5,1,1,1,1,45,4932,2003,40.7603,20.6495
830,259,2118,1898,1898,143,143,160,27,514,24,994,1097,20079,20,249,135,404,2603,226,175,160,742,418,12368,104,65,287,1.00644,8659,5378,6,1,1,1,1,70,6554,2780,40.9625,19.7163
830,311,2562,2286,2286,178,178,204,38,541,28,1195,1321,20098,22,295,171,404,2603,294,206,202,938,526,14751,128,62.7451,362,1.00809,10756,6423,10,1,1,1,1,85,8367,3620,41.0147,20.6857
830,363,3055,2710,2710,224,224,254,40,576,35,1396,1541,20110,25,349,213,404,2603,367,253,242,1168,635,17153,164,64.5669,457,1.00999,12749,7347,13,1,1,1,1,110,10436,4572,41.0866,20.6878
830,415,3562,3133,3133,266,266,301,47,612,45,1598,1755,20112,27,383,244,404,2603,445,294,296,1367,764,19493,197,65.4485,539,1.01134,14581,8231,15,1,1,1,1,130,12613,5686,41.9037,21.6198
830,467,4107,3620,3620,320,320,343,42,646,56,1791,1974,20127,29,464,318,404,2603,511,360,338,1584,920,21832,233,67.93,664,1.01468,16357,9081,16,1,1,1,1,160,14917,6851,43.4898,21.6804
830,519,4795,4218,4218,372,372,409,61,680,69,1997,2193,20127,36,518,372,404,2603,573,413,390,1958,1067,24148,270,66.0147,757,1.01705,17737,9629,18,1,1,1,1,185,17717,8129,43.3178,22.0298
831,51,555,486,486,16,16,31,26,374,0,196,223,20027,11,47,13,388,2656,29,41,8,82,7,2400,10,32.2581,26,1.00064,1061,1061,1,1,1,1,1,5,608,136,19.6129,8.5
831,103,925,824,824,47,47,67,30,400,2,395,444,20047,14,61,23,385,2656,92,89,44,246,70,5182,41,61.194,107,1.00113,2588,2052,2,1,1,1,1,20,2010,673,30,14.6304
831,155,1237,1093,1093,84,84,100,32,423,9,592,664,20063,21,124,65,386,2656,141,146,81,351,136,7662,69,69,175,1.00316,4382,3087,3,1,1,1,1,40,3629,1508,36.29,18.1687
831,207,1620,1432,1432,113,113,136,32,448,17,795,882,20070,21,124,65,387,2656,189,194,130,467,260,10072,96,70.5882,229,1.00312,6351,4166,5,1,1,1,1,55,5271,2372,38.7574,21.1786
831,259,2095,1849,1849,155,155,173,35,479,22,997,1104,20085,21,124,65,387,2656,242,236,178,685,374,12469,126,72.8324,292,1.00309,8350,5224,5,1,1,1,1,75,7021,3172,40.5838,20.5974
831,311,2647,2327,2327,194,194,218,37,508,31,1193,1324,20100,22,298,184,387,2656,292,280,217,973,509,14899,162,74.3119,384,1.0087,10299,6216,5,1,1,1,1,95,9047,4002,41.5,20.7358
831,363,3185,2813,2813,247,247,279,51,547,40,1395,1544,20109,26,339,221,387,2656,360,307,267,1203,670,17286,195,69.8925,475,1.01036,12223,7195,5,1,1,1,1,120,11423,5063,40.9427,20.75
831,415,3857,3392,3392,293,293,333,58,586,52,1592,1768,20124,28,373,256,387,2656,431,331,329,1461,925,19657,227,68.1682,568,1.0119,14020,8037,6,1,1,1,1,145,14059,6339,42.2192,21.7089
831,467,4530,3985,3985,361,361,394,54,632,64,1787,1989,20138,30,460,355,387,2656,517,357,392,1819,1071,22088,284,72.0812,704,1.01641,15751,8875,8,1,1,1,1,180,17034,7615,43.2335,21.1528
831,519,5276,4610,4610,433,433,478,67,692,78,1992,2207,20137,37,491,396,387,2656,607,405,454,2210,1222,24484,331,69.2469,827,1.01816,17147,9425,10,1,1,1,1,215,20459,9199,42.8013,21.493
832,51,696,607,607,15,15,36,28,461,0,194,217,20023,9,51,15,437,2614,28,25,12,163,31,2401,7,19.4444,26,1.00074,1064,1064,0,1,1,1,1,5,666,177,18.5,13.6154
