Run,Time_step,latent_infections,agents_ever_latent,total_latent_cases,agents_ever_active,total_active_cases,total_subclinical_cases,Infectious,Recovered,Dead,Dead_natural,Births,Live_pop,Peak,Peak_time,Peak_total,Initial,HIV,Home,School,Block,Work,Taxi,Tests,Positive,P_Detected,Quarantines,R0,total_x_ray,agents_ever_x_ray,x_ray_refs,Tracing,mass_x_ray,tut,tat,incidence_100k,total_time_infectious,total_time_active,mean_time_infectious,mean_time_active
442,103,1544,1376,1376,75,75,111,70,470,9,394,437,20034,35,98,69,379,2569,150,95,90,586,248,177,38,34.2342,103,1.00339,2705,2178,2,1,1,0,1,35,3778,1383,34.036,19.7571
442,155,2735,2406,2406,153,153,206,95,522,26,597,656,20033,44,155,153,382,2569,303,175,190,1174,520,409,85,41.2621,234,1.00746,4534,3231,6,1,1,0,1,75,7741,3255,37.5777,21.7
442,207,4045,3549,3549,269,269,339,135,577,53,797,879,20029,69,205,264,382,2569,491,253,322,1709,901,693,147,43.3628,394,1.01281,6500,4308,11,1,1,0,1,130,14071,6035,41.5074,22.603
442,259,5716,5004,5004,428,428,511,171,682,83,995,1101,20023,96,258,426,382,2569,703,345,473,2504,1325,1126,236,46.184,630,1.0206,8487,5316,21,1,1,0,1,210,22239,9743,43.5205,22.9247
442,311,7259,6337,6337,616,616,700,180,815,124,1196,1319,19999,106,311,616,382,2569,960,464,633,3152,1686,1696,363,51.8571,942,1.02975,10396,6263,32,1,1,0,1,305,31865,14562,45.5214,23.8331
442,363,8498,7414,7414,784,784,875,174,956,169,1393,1538,19976,111,318,640,382,2569,1195,623,771,3632,1913,2193,473,54.0571,1226,1.03062,12197,7132,42,1,1,0,1,390,41302,19732,47.2023,25.2974
442,415,9288,8084,8084,944,944,1002,126,1090,213,1591,1757,19953,111,318,640,382,2569,1343,748,879,3909,2044,2626,578,57.6846,1493,1.03031,14004,8038,46,1,1,0,1,470,49018,24103,48.9202,25.6688
442,467,9815,8523,8523,1031,1031,1072,83,1177,243,1791,1981,19947,111,318,640,382,2569,1449,833,952,4102,2110,2899,633,59.0485,1661,1.02999,15681,8833,49,1,1,0,1,515,54304,27555,50.6567,26.8045
442,519,10107,8759,8759,1093,1093,1127,57,1237,266,1984,2204,19954,111,318,640,382,2569,1522,875,1005,4195,2137,3105,681,60.4259,1782,1.02968,17023,9359,52,1,1,0,1,545,57794,29656,51.2813,27.2073
443,51,613,543,543,12,12,30,27,402,0,198,224,20026,9,48,11,374,2638,26,42,11,123,37,20,5,16.6667,11,1.00054,1062,1062,1,1,1,0,1,5,626,81,20.8667,6.75
